id	name	tradition	value	action	bucket	reason
7457	Vertumnus	Roman	Etruscan-Voltumna-importation	KEEP	1-2 hyphens	narrow event-type
7457	Vertumnus	Roman	Pomona-courtship	KEEP	1-2 hyphens	narrow event-type
7457	Vertumnus	Roman	shape-shifting	KEEP	1-2 hyphens	narrow event-type
6413	Leigong	Chinese	apotheosis	KEEP	1-2 hyphens	narrow event-type
6422	Li Jing	Chinese	founding	KEEP	1-2 hyphens	narrow event-type
7499	Lan Caihe	Chinese	eccentric-wandering-minstrelsy	KEEP	1-2 hyphens	narrow event-type
7499	Lan Caihe	Chinese	ascension-from-the-tavern	REVIEW	3 hyphens	borderline — manual check
6515	Ma Yuan	Chinese	rescue	KEEP	1-2 hyphens	narrow event-type
6624	Niulang	Chinese	punishment	KEEP	1-2 hyphens	narrow event-type
6650	Pangu	Chinese	emergence-from-cosmic-egg	REVIEW	3 hyphens	borderline — manual check
6650	Pangu	Chinese	separation-of-heaven-and-earth	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6650	Pangu	Chinese	death-becoming-the-world	REVIEW	3 hyphens	borderline — manual check
6258	Randeng Daoren	Chinese	rescue	KEEP	1-2 hyphens	narrow event-type
7271	Three Pure Ones	Chinese	apotheosis	KEEP	1-2 hyphens	narrow event-type
6458	Tongtian Jiaozhu	Chinese	loss of power	KEEP	1-2 hyphens	narrow event-type
7489	Yao	Chinese	model-sage-kingship	KEEP	1-2 hyphens	narrow event-type
7489	Yao	Chinese	meritocratic-abdication-to-Shun	REVIEW	3 hyphens	borderline — manual check
7470	Chalchiuhtlicue	Aztec	fourth-sun-flood	KEEP	1-2 hyphens	narrow event-type
7470	Chalchiuhtlicue	Aztec	presidency	KEEP	1-2 hyphens	narrow event-type
7470	Chalchiuhtlicue	Aztec	sister-wife-of-Tlaloc	REVIEW	3 hyphens	borderline — manual check
7403	Ammit	Egyptian	judgment-hall-stationing	KEEP	1-2 hyphens	narrow event-type
7403	Ammit	Egyptian	heart-devouring	KEEP	1-2 hyphens	narrow event-type
7403	Ammit	Egyptian	second-death-bestowal	KEEP	1-2 hyphens	narrow event-type
7471	Coyolxauhqui	Aztec	sister-of-Huitzilopochtli	KEEP	1-2 hyphens	narrow event-type
7471	Coyolxauhqui	Aztec	near-matricide-attempt	KEEP	1-2 hyphens	narrow event-type
7471	Coyolxauhqui	Aztec	dismemberment-by-Huitzilopochtli	KEEP	1-2 hyphens	narrow event-type
7471	Coyolxauhqui	Aztec	moon-etiology	KEEP	1-2 hyphens	narrow event-type
7471	Coyolxauhqui	Aztec	Templo-Mayor-sacrifice-prototype	REVIEW	3 hyphens	borderline — manual check
7407	Kauket	Egyptian	primordial existence	KEEP	1-2 hyphens	narrow event-type
7407	Kauket	Egyptian	Ogdoad-pair-membership	KEEP	1-2 hyphens	narrow event-type
6574	Nezha	Chinese	birth-from-ball-of-flesh	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6574	Nezha	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6574	Nezha	Chinese	flesh-and-bones-return-to-parents	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6574	Nezha	Chinese	lotus-body-resurrection	KEEP	1-2 hyphens	narrow event-type
7400	Nephthys	Egyptian	mourning-of-Osiris	KEEP	1-2 hyphens	narrow event-type
7400	Nephthys	Egyptian	conception of Anubis (in most traditions)	KEEP	1-2 hyphens	narrow event-type
7400	Nephthys	Egyptian	canopic-jar guardianship	KEEP	1-2 hyphens	narrow event-type
7400	Nephthys	Egyptian	funerary mediation	KEEP	1-2 hyphens	narrow event-type
7294	Mummu	Mesopotamian	vizier role	KEEP	1-2 hyphens	narrow event-type
7294	Mummu	Mesopotamian	capture	KEEP	1-2 hyphens	narrow event-type
6126	Nut	Egyptian	cosmic incest with Geb	KEEP	1-2 hyphens	narrow event-type
6126	Nut	Egyptian	generation of the four (or five)	KEEP	1-2 hyphens	narrow event-type
6126	Nut	Egyptian	daily swallowing and birthing of the sun	KEEP	1-2 hyphens	narrow event-type
6126	Nut	Egyptian	starry sky	KEEP	1-2 hyphens	narrow event-type
7371	Brahma	Hindu	creation	KEEP	1-2 hyphens	narrow event-type
7371	Brahma	Hindu	Veda-recitation	KEEP	1-2 hyphens	narrow event-type
7371	Brahma	Hindu	head-loss	KEEP	1-2 hyphens	narrow event-type
7371	Brahma	Hindu	liṅgodbhava confrontation	KEEP	1-2 hyphens	narrow event-type
6906	Ptah	Egyptian	creation through thought and speech	KEEP	1-2 hyphens	narrow event-type
6906	Ptah	Egyptian	memphite-triad-headship	KEEP	1-2 hyphens	narrow event-type
6906	Ptah	Egyptian	patronage	KEEP	1-2 hyphens	narrow event-type
6153	Re-Hor-achti	Egyptian	world creation	KEEP	1-2 hyphens	narrow event-type
6699	Zhao Yun	Chinese	contest	KEEP	1-2 hyphens	narrow event-type
6698	Sangarius	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
7422	Ares	Greek	adulterous-affair-with-Aphrodite	REVIEW	3 hyphens	borderline — manual check
7422	Ares	Greek	wounded-by-mortal-hero	REVIEW	3 hyphens	borderline — manual check
7422	Ares	Greek	Iliadic-Olympian-combat	KEEP	1-2 hyphens	narrow event-type
7432	Amphitrite	Greek	Nereid-birth	KEEP	1-2 hyphens	narrow event-type
7432	Amphitrite	Greek	marriage	KEEP	1-2 hyphens	narrow event-type
7432	Amphitrite	Greek	queen-of-the-sea	REVIEW	3 hyphens	borderline — manual check
6824	Ceryx	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6429	Ao Guang	Chinese	punishment	KEEP	1-2 hyphens	narrow event-type
6429	Ao Guang	Chinese	gift to humanity	KEEP	1-2 hyphens	narrow event-type
6127	Demeter	Greek	quest	KEEP	1-2 hyphens	narrow event-type
6127	Demeter	Greek	withdrawal	KEEP	1-2 hyphens	narrow event-type
6127	Demeter	Greek	sacrifice	KEEP	1-2 hyphens	narrow event-type
6099	Cronus	Greek	overthrows ruler	KEEP	1-2 hyphens	narrow event-type
6099	Cronus	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6099	Cronus	Greek	descent to underworld	KEEP	1-2 hyphens	narrow event-type
6632	Erlang Shen	Chinese	shape-shifting-duel-with-Sun-Wukong	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6632	Erlang Shen	Chinese	capture-of-Sun-Wukong	REVIEW	3 hyphens	borderline — manual check
6632	Erlang Shen	Chinese	flood-control	KEEP	1-2 hyphens	narrow event-type
6632	Erlang Shen	Chinese	rescue	KEEP	1-2 hyphens	narrow event-type
7484	Xiwangmu	Chinese	immortality	KEEP	1-2 hyphens	narrow event-type
7484	Xiwangmu	Chinese	granting-the-elixir-to-Hou-Yi	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7484	Xiwangmu	Chinese	hosting-the-peach-banquet	REVIEW	3 hyphens	borderline — manual check
7484	Xiwangmu	Chinese	instructing-King-Mu-and-Emperor-Wu	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6130	Tefnut	Egyptian	emerged from Atum	KEEP	1-2 hyphens	narrow event-type
6130	Tefnut	Egyptian	divine flight and return	KEEP	1-2 hyphens	narrow event-type
6130	Tefnut	Egyptian	mother of Geb and Nut	KEEP	1-2 hyphens	narrow event-type
6128	Eurytus and Cteatus	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
7480	Centeotl	Aztec	young-maize-personification	KEEP	1-2 hyphens	narrow event-type
7480	Centeotl	Aztec	cult	KEEP	1-2 hyphens	narrow event-type
7426	Ouranos	Greek	cosmic-primal-pairing-with-Gaia	REJECT	identity-keyword	contains identity keyword
7426	Ouranos	Greek	imprisonment-of-children	KEEP	1-2 hyphens	narrow event-type
7426	Ouranos	Greek	castration-by-Cronus	KEEP	1-2 hyphens	narrow event-type
7426	Ouranos	Greek	blood-engendered-offspring	KEEP	1-2 hyphens	narrow event-type
6131	Mayauel	Aztec	gift to humanity	KEEP	1-2 hyphens	narrow event-type
7436	Tyche	Greek	Hellenistic-cult-explosion	KEEP	1-2 hyphens	narrow event-type
7436	Tyche	Greek	city-Tyche-personifications	KEEP	1-2 hyphens	narrow event-type
7514	Q'uq'umatz	Maya	creation	KEEP	1-2 hyphens	narrow event-type
7514	Q'uq'umatz	Maya	one-of-the-Framers-and-Shapers	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7386	Agni	Hindu	sacrificial mediation	KEEP	1-2 hyphens	narrow event-type
7386	Agni	Hindu	Khāṇḍava-forest burning	KEEP	1-2 hyphens	narrow event-type
7386	Agni	Hindu	weapon-giving	KEEP	1-2 hyphens	narrow event-type
6681	Set	Egyptian	fratricide	KEEP	1-2 hyphens	narrow event-type
6681	Set	Egyptian	contest	KEEP	1-2 hyphens	narrow event-type
6681	Set	Egyptian	cosmic battle	KEEP	1-2 hyphens	narrow event-type
6681	Set	Egyptian	exile	KEEP	1-2 hyphens	narrow event-type
6132	Durga	Hindu	emanation from divine wrath	KEEP	1-2 hyphens	narrow event-type
6132	Durga	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
6132	Durga	Hindu	cosmic protection	KEEP	1-2 hyphens	narrow event-type
7375	Ganesha	Hindu	creation from mother's body-substance	KEEP	1-2 hyphens	narrow event-type
7375	Ganesha	Hindu	beheading and revival	KEEP	1-2 hyphens	narrow event-type
7375	Ganesha	Hindu	elephant-head substitution	KEEP	1-2 hyphens	narrow event-type
7375	Ganesha	Hindu	tusk-breaking	KEEP	1-2 hyphens	narrow event-type
7375	Ganesha	Hindu	cosmic-race-with-Skanda	REVIEW	3 hyphens	borderline — manual check
6693	Anagyros	Greek	sacrifice	KEEP	1-2 hyphens	narrow event-type
7382	Hanuman	Hindu	miraculous infancy	KEEP	1-2 hyphens	narrow event-type
7382	Hanuman	Hindu	jaw-breaking-naming	KEEP	1-2 hyphens	narrow event-type
7382	Hanuman	Hindu	ocean-leaping	KEEP	1-2 hyphens	narrow event-type
7382	Hanuman	Hindu	Laṅkā-burning	KEEP	1-2 hyphens	narrow event-type
7382	Hanuman	Hindu	Sañjīvani-lifting	KEEP	1-2 hyphens	narrow event-type
7382	Hanuman	Hindu	eternal-life-grant	KEEP	1-2 hyphens	narrow event-type
7370	Vishnu	Hindu	cosmic preservation	KEEP	1-2 hyphens	narrow event-type
7370	Vishnu	Hindu	avatar-descent	KEEP	1-2 hyphens	narrow event-type
7370	Vishnu	Hindu	three-strides	KEEP	1-2 hyphens	narrow event-type
7370	Vishnu	Hindu	restoration	KEEP	1-2 hyphens	narrow event-type
6541	Daode Tianzun	Chinese	apotheosis	KEEP	1-2 hyphens	narrow event-type
6541	Daode Tianzun	Chinese	Dao-transmission	KEEP	1-2 hyphens	narrow event-type
6541	Daode Tianzun	Chinese	third-of-the-Three-Pure-Ones	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7166	Ishtadevata	Hindu	personal devotion	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	prison-birth	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	prophetic-escape	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	butter-stealing	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	Govardhana-lifting	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	rāsa-līlā	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	Bhagavad-Gītā-teaching	KEEP	1-2 hyphens	narrow event-type
7377	Krishna	Hindu	heel-wound-death	KEEP	1-2 hyphens	narrow event-type
7395	Kurma	Hindu	cosmic-ocean-churning	KEEP	1-2 hyphens	narrow event-type
7395	Kurma	Hindu	mountain-supporting	KEEP	1-2 hyphens	narrow event-type
7395	Kurma	Hindu	enabling of cosmic-treasures	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	miraculous birth from earth	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	svayaṃvara	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	exile-following	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	abduction	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	rescue	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	agni-parīkṣā	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	banishment	KEEP	1-2 hyphens	narrow event-type
7380	Sita	Hindu	return-to-earth-mother	REVIEW	3 hyphens	borderline — manual check
6441	Yu Shi	Chinese	contest	KEEP	1-2 hyphens	narrow event-type
7170	Surya Majapahit	Hindu	royal solar emblem	KEEP	1-2 hyphens	narrow event-type
7170	Surya Majapahit	Hindu	Majapahit imperial symbol	KEEP	1-2 hyphens	narrow event-type
7485	Huangdi	Chinese	battle-of-Banquan	KEEP	1-2 hyphens	narrow event-type
7485	Huangdi	Chinese	battle-of-Zhuolu-against-Chiyou	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7485	Huangdi	Chinese	culture-hero-inventions	KEEP	1-2 hyphens	narrow event-type
7485	Huangdi	Chinese	ascension-to-heaven-on-a-dragon	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7391	Ushas	Hindu	daily-cosmic-appearance	KEEP	1-2 hyphens	narrow event-type
7391	Ushas	Hindu	awakening	KEEP	1-2 hyphens	narrow event-type
7391	Ushas	Hindu	transition	KEEP	1-2 hyphens	narrow event-type
7307	Ninurta	Mesopotamian	cosmic battle	KEEP	1-2 hyphens	narrow event-type
7307	Ninurta	Mesopotamian	recovery of tablets	KEEP	1-2 hyphens	narrow event-type
7307	Ninurta	Mesopotamian	organization	KEEP	1-2 hyphens	narrow event-type
7439	Echidna	Greek	monster-mothering	KEEP	1-2 hyphens	narrow event-type
7439	Echidna	Greek	immortality	KEEP	1-2 hyphens	narrow event-type
6799	Agamemnon	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
6800	Abderus	Greek	quest	KEEP	1-2 hyphens	narrow event-type
6880	Lýtir	Norse	cult	KEEP	1-2 hyphens	narrow event-type
7442	Chimera	Greek	fire-breathing	KEEP	1-2 hyphens	narrow event-type
7442	Chimera	Greek	ravaging-of-Lycia	KEEP	1-2 hyphens	narrow event-type
7513	Kukulkan	Maya	cult	KEEP	1-2 hyphens	narrow event-type
7513	Kukulkan	Maya	the-equinox-serpent-of-Chichen-Itza	REJECT	the-prefix	identity-statement disguised as event
7513	Kukulkan	Maya	the-bringing-of-civilisation	REJECT	the-prefix	identity-statement disguised as event
7311	Asalluhi	Mesopotamian	exorcism	KEEP	1-2 hyphens	narrow event-type
7311	Asalluhi	Mesopotamian	intercession	KEEP	1-2 hyphens	narrow event-type
7300	Damkina	Mesopotamian	mother of Marduk	KEEP	1-2 hyphens	narrow event-type
7443	Minotaur	Greek	bestial-conception	KEEP	1-2 hyphens	narrow event-type
7443	Minotaur	Greek	Labyrinth-confinement	KEEP	1-2 hyphens	narrow event-type
7443	Minotaur	Greek	Athenian-tribute-devouring	KEEP	1-2 hyphens	narrow event-type
7322	Shahar	Canaanite	theogony	KEEP	1-2 hyphens	narrow event-type
7322	Shahar	Canaanite	sacred marriage offspring	KEEP	1-2 hyphens	narrow event-type
7322	Shahar	Canaanite	primordial cosmic event	KEEP	1-2 hyphens	narrow event-type
7299	Enki	Mesopotamian	cosmic battle	KEEP	1-2 hyphens	narrow event-type
7299	Enki	Mesopotamian	flood-warning	KEEP	1-2 hyphens	narrow event-type
7299	Enki	Mesopotamian	creation	KEEP	1-2 hyphens	narrow event-type
7299	Enki	Mesopotamian	gift to humanity	KEEP	1-2 hyphens	narrow event-type
7299	Enki	Mesopotamian	cunning	KEEP	1-2 hyphens	narrow event-type
6135	Mei Bo	Chinese	slays kin	KEEP	1-2 hyphens	narrow event-type
7318	Enkidu	Mesopotamian	miraculous creation	KEEP	1-2 hyphens	narrow event-type
7318	Enkidu	Mesopotamian	civilizing	KEEP	1-2 hyphens	narrow event-type
7318	Enkidu	Mesopotamian	companionship	KEEP	1-2 hyphens	narrow event-type
7318	Enkidu	Mesopotamian	death decreed by gods	KEEP	1-2 hyphens	narrow event-type
6137	Aruru	Mesopotamian	humanity creation	KEEP	1-2 hyphens	narrow event-type
7301	Ninhursag	Mesopotamian	creation	KEEP	1-2 hyphens	narrow event-type
7301	Ninhursag	Mesopotamian	curse	KEEP	1-2 hyphens	narrow event-type
7301	Ninhursag	Mesopotamian	partnership-with-Enki	KEEP	1-2 hyphens	narrow event-type
7108	Fáfnir	Norse	slays kin	KEEP	1-2 hyphens	narrow event-type
7186	Manannán mac Lir	Celtic	journey	KEEP	1-2 hyphens	narrow event-type
7186	Manannán mac Lir	Celtic	gift to humanity	KEEP	1-2 hyphens	narrow event-type
7238	Hu	Egyptian	world creation	KEEP	1-2 hyphens	narrow event-type
7119	Bound monster	Norse	binding	KEEP	1-2 hyphens	narrow event-type
7119	Bound monster	Norse	breaking-free at Ragnarök	KEEP	1-2 hyphens	narrow event-type
7093	Freyja	Norse	journey	KEEP	1-2 hyphens	narrow event-type
7093	Freyja	Norse	teaching	KEEP	1-2 hyphens	narrow event-type
7093	Freyja	Norse	acquisition	KEEP	1-2 hyphens	narrow event-type
7099	Forseti	Norse	judgment	KEEP	1-2 hyphens	narrow event-type
7099	Forseti	Norse	reconciliation	KEEP	1-2 hyphens	narrow event-type
7094	Freyr	Norse	lovesick longing	KEEP	1-2 hyphens	narrow event-type
7094	Freyr	Norse	divine bridal-quest (by proxy)	KEEP	1-2 hyphens	narrow event-type
7094	Freyr	Norse	disarmament-by-gift	KEEP	1-2 hyphens	narrow event-type
7094	Freyr	Norse	Ragnarok death	KEEP	1-2 hyphens	narrow event-type
7255	Batara Kala	Balinese	creation	KEEP	1-2 hyphens	narrow event-type
7255	Batara Kala	Balinese	punishment	KEEP	1-2 hyphens	narrow event-type
6745	Osiris	Egyptian	murder by Set	KEEP	1-2 hyphens	narrow event-type
6745	Osiris	Egyptian	kingship of Egypt	KEEP	1-2 hyphens	narrow event-type
6745	Osiris	Egyptian	agricultural teaching	KEEP	1-2 hyphens	narrow event-type
6745	Osiris	Egyptian	posthumous fathering of Horus	KEEP	1-2 hyphens	narrow event-type
6745	Osiris	Egyptian	underworld-rule	KEEP	1-2 hyphens	narrow event-type
6745	Osiris	Egyptian	rescue by Isis	KEEP	1-2 hyphens	narrow event-type
6811	Tamfana	Germanic	temple destruction	KEEP	1-2 hyphens	narrow event-type
6811	Tamfana	Germanic	seasonal festival	KEEP	1-2 hyphens	narrow event-type
6322	Jade Emperor	Chinese	supreme-celestial-administration	REJECT	identity-keyword	contains identity keyword
6322	Jade Emperor	Chinese	presidency	KEEP	1-2 hyphens	narrow event-type
6322	Jade Emperor	Chinese	Sun-Wukong-court-disruption	REVIEW	3 hyphens	borderline — manual check
7231	Men	Phrygian	the-Anatolian-moon-god	REJECT	the-prefix	identity-statement disguised as event
7231	Men	Phrygian	governance-of-the-months	REVIEW	3 hyphens	borderline — manual check
7231	Men	Phrygian	protection	KEEP	1-2 hyphens	narrow event-type
7394	Matsya	Hindu	rescue	KEEP	1-2 hyphens	narrow event-type
7394	Matsya	Hindu	Veda-preservation	KEEP	1-2 hyphens	narrow event-type
7394	Matsya	Hindu	exponential-growth	KEEP	1-2 hyphens	narrow event-type
7394	Matsya	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7286	Narcissus	Greek	death by wasting	KEEP	1-2 hyphens	narrow event-type
7286	Narcissus	Greek	rejection	KEEP	1-2 hyphens	narrow event-type
7262	Hariasa	Germanic	battle	KEEP	1-2 hyphens	narrow event-type
7269	Vesta	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7269	Vesta	Roman	Vestal-Virgin-institution	KEEP	1-2 hyphens	narrow event-type
7269	Vesta	Roman	eternal-flame-maintenance	KEEP	1-2 hyphens	narrow event-type
7363	Surt	Norse	guarding	KEEP	1-2 hyphens	narrow event-type
7363	Surt	Norse	ragnarök conflagration	KEEP	1-2 hyphens	narrow event-type
7363	Surt	Norse	killing of Freyr	KEEP	1-2 hyphens	narrow event-type
7363	Surt	Norse	world-burning	KEEP	1-2 hyphens	narrow event-type
6749	Norns	Norse	fate-assignment	KEEP	1-2 hyphens	narrow event-type
6749	Norns	Norse	cosmic maintenance	KEEP	1-2 hyphens	narrow event-type
7360	Ymir	Norse	primordial birth	KEEP	1-2 hyphens	narrow event-type
7360	Ymir	Norse	generative monstrosity	KEEP	1-2 hyphens	narrow event-type
7360	Ymir	Norse	cosmogonic killing	KEEP	1-2 hyphens	narrow event-type
7360	Ymir	Norse	world-creation from body	KEEP	1-2 hyphens	narrow event-type
7491	Mazu	Chinese	deification-of-Lin-Moniang	REVIEW	3 hyphens	borderline — manual check
7491	Mazu	Chinese	rescue	KEEP	1-2 hyphens	narrow event-type
7491	Mazu	Chinese	post-mortem-ship-rescues	REVIEW	3 hyphens	borderline — manual check
7491	Mazu	Chinese	imperial-canonization-to-Tianhou	REVIEW	3 hyphens	borderline — manual check
6239	Mafdet	Egyptian	punishment	KEEP	1-2 hyphens	narrow event-type
6241	Khonsu	Egyptian	Theban-triad-son	KEEP	1-2 hyphens	narrow event-type
6241	Khonsu	Egyptian	moon-transit	KEEP	1-2 hyphens	narrow event-type
6241	Khonsu	Egyptian	healing	KEEP	1-2 hyphens	narrow event-type
6241	Khonsu	Egyptian	distant-travel	KEEP	1-2 hyphens	narrow event-type
6547	Acca Larentia	Roman	founding	KEEP	1-2 hyphens	narrow event-type
6243	Hoori	Shinto	descent to underworld	KEEP	1-2 hyphens	narrow event-type
7451	Bacchus	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7451	Bacchus	Roman	186-BCE-Senate-suppression	REVIEW	3 hyphens	borderline — manual check
7451	Bacchus	Roman	Antony-Augustus-rehabilitation	KEEP	1-2 hyphens	narrow event-type
6716	Guan Yu	Chinese	slays kin	KEEP	1-2 hyphens	narrow event-type
6783	Asherah	Canaanite	divine motherhood	KEEP	1-2 hyphens	narrow event-type
6783	Asherah	Canaanite	intercession	KEEP	1-2 hyphens	narrow event-type
6783	Asherah	Canaanite	creation	KEEP	1-2 hyphens	narrow event-type
6783	Asherah	Canaanite	succession	KEEP	1-2 hyphens	narrow event-type
6783	Asherah	Canaanite	divine parentage	KEEP	1-2 hyphens	narrow event-type
6141	Pandora	Greek	humanity creation	KEEP	1-2 hyphens	narrow event-type
6090	Hathor	Egyptian	Eye-of-Ra wrath	KEEP	1-2 hyphens	narrow event-type
6090	Hathor	Egyptian	pacification with beer	KEEP	1-2 hyphens	narrow event-type
6090	Hathor	Egyptian	reception of the dead	KEEP	1-2 hyphens	narrow event-type
6090	Hathor	Egyptian	Seven-Hathor fate-pronouncement	KEEP	1-2 hyphens	narrow event-type
6951	Di Penates	Roman	rescue	KEEP	1-2 hyphens	narrow event-type
6752	Tuisto	Germanic	the-earth-born-primordial-god	REJECT	the-prefix	identity-statement disguised as event
6752	Tuisto	Germanic	the-head-of-the-Germanic-ethnogonic-genealogy	REJECT	the-prefix	identity-statement disguised as event
7219	Avalokiteshvara	Buddhist	vow-to-hear-the-cries-of-the-world	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7219	Avalokiteshvara	Buddhist	emanation-as-Guanyin-and-the-Dalai-Lamas	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7455	Faunus	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7455	Faunus	Roman	cult	KEEP	1-2 hyphens	narrow event-type
7455	Faunus	Roman	Albunea-oracle	KEEP	1-2 hyphens	narrow event-type
7455	Faunus	Roman	indigenous-Italic-origin	KEEP	1-2 hyphens	narrow event-type
6119	Ra	Egyptian	daily cosmic transit	KEEP	1-2 hyphens	narrow event-type
6119	Ra	Egyptian	nightly battle with Apep	KEEP	1-2 hyphens	narrow event-type
6119	Ra	Egyptian	sun-disk creation	KEEP	1-2 hyphens	narrow event-type
6119	Ra	Egyptian	sending of the Eye	KEEP	1-2 hyphens	narrow event-type
6856	Phra Kalachai Si	Hindu	time-deity worship	REJECT	identity-keyword	contains identity keyword
6856	Phra Kalachai Si	Hindu	syncretism	KEEP	1-2 hyphens	narrow event-type
6145	Sostratus of Dyme	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
7169	Kuladevata	Hindu	family-deity-worship	REJECT	identity-keyword	contains identity keyword
7450	Saturn	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7450	Saturn	Roman	Italic-Golden-Age-rule	REVIEW	3 hyphens	borderline — manual check
7450	Saturn	Roman	cult	KEEP	1-2 hyphens	narrow event-type
7450	Saturn	Roman	presidency	KEEP	1-2 hyphens	narrow event-type
7441	Cerberus	Greek	underworld-gate-guarding	KEEP	1-2 hyphens	narrow event-type
7441	Cerberus	Greek	being-captured-by-Heracles	REVIEW	3 hyphens	borderline — manual check
7441	Cerberus	Greek	being-pacified-by-music-or-cakes	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6402	Trophonius	Greek	founding	KEEP	1-2 hyphens	narrow event-type
7456	Silvanus	Roman	indigenous-Italic-rustic-deity	REJECT	identity-keyword	contains identity keyword
7456	Silvanus	Roman	cult	KEEP	1-2 hyphens	narrow event-type
7456	Silvanus	Roman	epigraphic-prominence	KEEP	1-2 hyphens	narrow event-type
7378	Radha	Hindu	divine love	KEEP	1-2 hyphens	narrow event-type
7378	Radha	Hindu	viraha	KEEP	1-2 hyphens	narrow event-type
7378	Radha	Hindu	rāsa-līlā	KEEP	1-2 hyphens	narrow event-type
7378	Radha	Hindu	model-of-bhakti	KEEP	1-2 hyphens	narrow event-type
7448	Neptune	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7448	Neptune	Roman	indigenous-freshwater-origin	KEEP	1-2 hyphens	narrow event-type
7448	Neptune	Roman	Augustan-cult-expansion	KEEP	1-2 hyphens	narrow event-type
7055	Iwanaga-hime	Shinto	curse	KEEP	1-2 hyphens	narrow event-type
7113	Máni	Norse	celestial transit	KEEP	1-2 hyphens	narrow event-type
7113	Máni	Norse	child-taking	KEEP	1-2 hyphens	narrow event-type
7056	Hoderi	Shinto	loss of power	KEEP	1-2 hyphens	narrow event-type
7413	Jimmu	Shinto	Eastern Expedition	KEEP	1-2 hyphens	narrow event-type
7413	Jimmu	Shinto	golden-kite-vision	KEEP	1-2 hyphens	narrow event-type
7413	Jimmu	Shinto	enthronement at Kashihara	KEEP	1-2 hyphens	narrow event-type
7413	Jimmu	Shinto	founding of imperial line	KEEP	1-2 hyphens	narrow event-type
7268	Amun	Egyptian	Hermopolitan-Ogdoad-membership	KEEP	1-2 hyphens	narrow event-type
7268	Amun	Egyptian	Theban-imperial-rise	KEEP	1-2 hyphens	narrow event-type
7268	Amun	Egyptian	Amun-Ra-fusion	KEEP	1-2 hyphens	narrow event-type
7268	Amun	Egyptian	Amarna-suppression	KEEP	1-2 hyphens	narrow event-type
7268	Amun	Egyptian	restoration	KEEP	1-2 hyphens	narrow event-type
6148	Visvedevas	Hindu	loss of power	KEEP	1-2 hyphens	narrow event-type
6147	Heh	Egyptian	world creation	KEEP	1-2 hyphens	narrow event-type
7505	Ksitigarbha	Buddhist	the-vow-to-empty-the-hells	REJECT	the-prefix	identity-statement disguised as event
7505	Ksitigarbha	Buddhist	the-past-life-vows	REJECT	the-prefix	identity-statement disguised as event
7505	Ksitigarbha	Buddhist	the-East-Asian-development-as-Dizang-and-Jizo	REJECT	the-prefix	identity-statement disguised as event
6995	Agdistis	Roman	punishment	KEEP	1-2 hyphens	narrow event-type
7226	Barbelo	Gnostic	the-first-emanation-of-the-Monad	REJECT	the-prefix	identity-statement disguised as event
