field	value	count	nodes
eventTypes	judging-the-dead-by-karma	1	Yama
eventTypes	questioning-the-dead-on-the-divine-messengers	1	Yama
eventTypes	transmission-across-Buddhist-Asia	1	Yama
eventTypes	swallowing	1	Mot
eventTypes	agricultural transformation	1	Mot
eventTypes	keeping-the-peaches-of-immortality	1	Xiwangmu
eventTypes	granting-the-elixir-to-Hou-Yi	1	Xiwangmu
eventTypes	hosting-the-peach-banquet	1	Xiwangmu
eventTypes	instructing-King-Mu-and-Emperor-Wu	1	Xiwangmu
eventTypes	embalming of Osiris	1	Anubis
eventTypes	weighing of the heart	1	Anubis
eventTypes	psychopomp-guidance	1	Anubis
eventTypes	Opening of the Mouth ceremony	1	Anubis
eventTypes	the-fall-or-presumption-of-Sophia	1	Sophia
eventTypes	the-bringing-forth-of-Yaldabaoth	1	Sophia
eventTypes	the-repentance-and-redemption	1	Sophia
eventTypes	the-child-devouring-yakshini	1	Hariti
eventTypes	the-Buddha-hiding-her-youngest-child	1	Hariti
eventTypes	the-conversion-into-a-protector-of-children	1	Hariti
eventTypes	source-of-Erebus-and-Nyx	1	Chaos
eventTypes	the-four-sights-and-the-great-renunciation	1	Siddhartha Gautama
eventTypes	the-awakening-under-the-Bodhi-tree	1	Siddhartha Gautama
eventTypes	the-defeat-of-Mara	1	Siddhartha Gautama
eventTypes	the-first-turning-of-the-Dharma-wheel	1	Siddhartha Gautama
eventTypes	the-parinirvana	1	Siddhartha Gautama
eventTypes	the-House-of-Bats	1	Camazotz
eventTypes	the-decapitation-of-Hunahpu	1	Camazotz
eventTypes	the-summoning-and-sacrifice-of-Hun-Hunahpu	1	Hun-Came
eventTypes	the-conducting-of-a-particular-class-of-the-dead-to-paradise	1	Ixtab
eventTypes	supreme-creator-and-sky-god	1	Itzamna
eventTypes	invention-of-writing-and-the-calendar	1	Itzamna
eventTypes	patronage-of-the-priesthood	1	Itzamna
eventTypes	the-Heart-of-Sky	1	Huracan
eventTypes	the-creation-of-the-world	1	Huracan
eventTypes	the-flood-destroying-the-wooden-people	1	Huracan
eventTypes	the-founder-of-the-Germanic-peoples	1	Mannus
eventTypes	the-father-of-the-eponymous-ancestors-of-the-Germanic-groupings	1	Mannus
eventTypes	being-brought-forth-by-Sophia-alone	1	Yaldabaoth
eventTypes	the-fashioning-of-the-material-cosmos	1	Yaldabaoth
eventTypes	the-false-proclamation-of-sole-divinity	1	Yaldabaoth
eventTypes	the-imprisoning-of-the-divine-spark	1	Yaldabaoth
eventTypes	drinking-companionship-with-Odin	1	Saga
eventTypes	treachery	1	Loki
eventTypes	wager-and-trickery	1	Loki
eventTypes	Baldr's death	1	Loki
eventTypes	Ragnarok release and combat	1	Loki
eventTypes	miraculous swift growth	1	Váli
eventTypes	vengeance-killing	1	Váli
eventTypes	the-love-of-the-Mother	1	Attis
eventTypes	the-madness-and-self-castration	1	Attis
eventTypes	death-beneath-the-pine	1	Attis
eventTypes	the-annual-mourning-and-renewal	1	Attis
eventTypes	scripture-transmission	1	Lingbao Tianzun
eventTypes	second-of-the-Three-Pure-Ones	1	Lingbao Tianzun
eventTypes	the-rain-and-lightning-god	1	Chaac
eventTypes	the-four-directional-Chaacs	1	Chaac
eventTypes	continuity-into-living-folk-cult	1	Chaac
eventTypes	failed succession	1	Attar
eventTypes	complaint	1	Attar
eventTypes	descent	1	Attar
eventTypes	poetic instruction	1	Bragi
eventTypes	formal speech	1	Bragi
eventTypes	feast-attendance	1	Bragi
eventTypes	underworld journey	1	Hermóðr
eventTypes	ransom-mission	1	Hermóðr
eventTypes	perilous ride	1	Hermóðr
eventTypes	the-Phrygian-Great-Mother-cult	1	Cybele
eventTypes	the-myth-of-Attis	1	Cybele
eventTypes	the-204-BCE-transfer-to-Rome-as-Magna-Mater	1	Cybele
eventTypes	the-Phrygian-Thracian-sky-father	1	Sabazios
eventTypes	the-serpent-mystery-rite	1	Sabazios
eventTypes	identification-with-Zeus-and-Dionysus	1	Sabazios
eventTypes	embodiment-of-the-bodhisattva-practice	1	Samantabhadra
eventTypes	the-ten-great-vows	1	Samantabhadra
eventTypes	the-Nyingma-primordial-Buddha	1	Samantabhadra
eventTypes	the-day-sun	1	Kinich Ahau
eventTypes	the-night-journey-as-the-Jaguar-Sun	1	Kinich Ahau
eventTypes	the-patron-of-Maya-kingship	1	Kinich Ahau
eventTypes	emergence-from-blood	1	Takemikazuchi
eventTypes	kuni-yuzuri (transfer of the land)	1	Takemikazuchi
eventTypes	wrestling-victory	1	Takemikazuchi
eventTypes	sword-on-waves	1	Takemikazuchi
eventTypes	the-creation-of-the-world-and-of-humanity	1	Q'uq'umatz
eventTypes	one-of-the-Framers-and-Shapers	1	Q'uq'umatz
eventTypes	distribution to stations	1	Anunnaki
eventTypes	the-false-sun-and-moon	1	Vucub Caquix
eventTypes	the-blowgun-ambush	1	Vucub Caquix
eventTypes	the-tricking-away-of-his-false-radiance	1	Vucub Caquix
eventTypes	primordial-origin-embodiment	1	Yuanshi Tianzun
eventTypes	highest-of-the-Three-Pure-Ones	1	Yuanshi Tianzun
eventTypes	rampage	1	Nergal
eventTypes	divine motherhood	1	Asherah
eventTypes	succession	1	Asherah
eventTypes	council	1	Anshar
eventTypes	sending of messenger	1	Anshar
eventTypes	monster-slaying	1	Thor
eventTypes	journey to giants	1	Thor
eventTypes	divine-bridal-disguise	1	Thor
eventTypes	cosmic-fishing	1	Thor
eventTypes	Ragnarok combat	1	Thor
eventTypes	the-assault-on-the-Buddha-under-the-Bodhi-tree	1	Mara
eventTypes	the-calling-of-the-earth-to-witness	1	Mara
eventTypes	the-three-daughters	1	Mara
eventTypes	the-ruler-of-the-365-heavens	1	Abraxas
eventTypes	the-name-summing-to-365	1	Abraxas
eventTypes	the-protective-gem-magic-tradition	1	Abraxas
eventTypes	blessing	1	Nikkal
eventTypes	reunion (eschatological)	1	Shekhinah
eventTypes	underworld-co-rule	1	Mictlancihuatl
eventTypes	seduction (in Eden)	1	Samael
eventTypes	death	1	Samael
eventTypes	demonic kingship (Kabbalah)	1	Samael
eventTypes	nursing	1	Isis
eventTypes	the-demon-queen-and-widow-witch	1	Rangda
eventTypes	the-leadership-of-the-leyak	1	Rangda
eventTypes	the-eternal-battle-with-Barong	1	Rangda
eventTypes	lotus-emergence	1	Nefertem
eventTypes	Memphite-triad-son	1	Nefertem
eventTypes	scribal-invention	1	Thoth
eventTypes	Eye-restoration	1	Thoth
eventTypes	judgment-recording	1	Thoth
eventTypes	Tefnut-rescue	1	Thoth
eventTypes	birth-from-stone-egg	1	Sun Wukong
eventTypes	rebellion-against-Heaven	1	Sun Wukong
eventTypes	imprisonment-under-Five-Elements-Mountain	1	Sun Wukong
eventTypes	pilgrimage-protection	1	Sun Wukong
eventTypes	attainment-of-Buddhahood	1	Sun Wukong
eventTypes	baptism	1	Jesus
eventTypes	public ministry	1	Jesus
eventTypes	miracle	1	Jesus
eventTypes	transfiguration	1	Jesus
eventTypes	passion	1	Jesus
eventTypes	crucifixion	1	Jesus
eventTypes	eschatological return	1	Jesus
eventTypes	extraction of souls	1	Azrael
eventTypes	escort to afterlife	1	Azrael
eventTypes	shooting-down-the-nine-suns	1	Hou Yi
eventTypes	obtaining-the-elixir-of-immortality	1	Hou Yi
eventTypes	losing-Chang'e-to-the-moon	1	Hou Yi
eventTypes	supreme-sky-sovereign	1	Shangdi
eventTypes	Shang-state-deity	1	Shangdi
eventTypes	identified-with-Tian	1	Shangdi
eventTypes	heavenly scribal service	1	Metatron
eventTypes	call	1	Abraham
eventTypes	binding-sacrifice	1	Abraham
eventTypes	founding pilgrimage	1	Abraham
eventTypes	sovereignty rite	1	Morrigan
eventTypes	Artemis-interpretatio	1	Diana
eventTypes	Diana-Nemorensis-cult	1	Diana
eventTypes	Rex-Nemorensis-priesthood	1	Diana
eventTypes	queen-of-the-gods	1	Juno
eventTypes	Aeneas-persecution	1	Juno
eventTypes	wolf-binding	1	Týr
eventTypes	Etruscan-pre-Greek-origin	1	Minerva
eventTypes	craft-patronage	1	Minerva
eventTypes	Rhea-interpretatio	1	Ops
eventTypes	sister-wife-of-Saturn	1	Ops
eventTypes	agricultural-wealth-patronage	1	Ops
eventTypes	Yādava warrior	1	Charudeshna
eventTypes	nature-spirit attendance	1	Yaksha
eventTypes	riddle-posing	1	Yaksha
eventTypes	liminal mediation	1	Hecate
eventTypes	cosmic veiling	1	Maya
eventTypes	divine play	1	Maya
eventTypes	death of god	1	Odin
eventTypes	underworld-sovereignty	1	Hel
eventTypes	ransom-refusal	1	Hel
eventTypes	Ragnarok release of the dead	1	Hel
eventTypes	miraculous-armed-birth-on-Coatepec	1	Huitzilopochtli
eventTypes	sister-dismemberment	1	Huitzilopochtli
eventTypes	Mexica-migration-from-Aztlan	1	Huitzilopochtli
eventTypes	Tenochtitlan-foundation	1	Huitzilopochtli
eventTypes	heart-sacrifice-recipient	1	Huitzilopochtli
eventTypes	stolen-from-Tlaloc-by-Tezcatlipoca	1	Xochiquetzal
eventTypes	sexual-love-patronage	1	Xochiquetzal
eventTypes	sin-eating	1	Tlazolteotl
eventTypes	once-in-a-lifetime-confession	1	Tlazolteotl
eventTypes	childbirth-patronage	1	Tlazolteotl
eventTypes	cosmic-order-maintenance	1	Maat
eventTypes	weighing-of-the-heart	1	Maat
eventTypes	42 Negative Confessions	1	Maat
eventTypes	Demeter-interpretatio	1	Ceres
eventTypes	plebeian-Aventine-cult	1	Ceres
eventTypes	Cerealia-festival	1	Ceres
eventTypes	midwife-and-mother-patronage	1	Cihuacoatl
eventTypes	warrior-mother-status	1	Cihuacoatl
eventTypes	Conquest-omen-wailing	1	Cihuacoatl
eventTypes	miraculous-conception-by-feather-ball	1	Coatlicue
eventTypes	near-murder-by-children	1	Coatlicue
eventTypes	mother-of-Huitzilopochtli	1	Coatlicue
eventTypes	cosmic power	1	Shakti
eventTypes	union with Śiva	1	Shakti
eventTypes	goddess-manifestation	1	Shakti
eventTypes	ancestry	1	Nepr
eventTypes	cosmic incest with Nut	1	Geb
eventTypes	generation of the four (Osiris-Isis-Set-Nephthys)	1	Geb
eventTypes	earth-becoming	1	Geb
eventTypes	sky-earth separation	1	Shu
eventTypes	foundational atmospheric being	1	Shu
eventTypes	horn-summoning	1	Heimdall
eventTypes	social-founding (as Ríg)	1	Heimdall
eventTypes	dueling-patronage	1	Ullr
eventTypes	exile-substitute kingship (Saxo)	1	Ullr
eventTypes	Ragnarok vengeance	1	Víðarr
eventTypes	wolf-killing	1	Víðarr
eventTypes	unwitting killing	1	Höðr
eventTypes	vengeance-suffered	1	Höðr
eventTypes	hostage-exchange	1	Hœnir
eventTypes	killing of Ymir	1	Vili and Vé
eventTypes	human-creation (Snorri version)	1	Vili and Vé
eventTypes	cosmic gnawing	1	Nidhogg
eventTypes	corpse-feeding	1	Nidhogg
eventTypes	divine feasting	1	Ægir
eventTypes	sea-hospitality	1	Ægir
eventTypes	threshold-protection	1	Vörðr
eventTypes	long absence	1	Óðr
eventTypes	beloved-of-Freyja	1	Óðr
eventTypes	weapon-personification	1	Ayudhapurusha
eventTypes	divine-attendant	1	Ayudhapurusha
eventTypes	cosmic primal element	1	Ap
eventTypes	purification	1	Ap
eventTypes	mount-service	1	Vahana
eventTypes	divine carriage	1	Vahana
eventTypes	divine union	1	Radha Krishna
eventTypes	rāsa dance	1	Radha Krishna
eventTypes	viraha-milana	1	Radha Krishna
eventTypes	bhakti-archetype	1	Radha Krishna
eventTypes	cremation-ground asceticism	1	Shmashana Adhipati
eventTypes	death-meditation	1	Shmashana Adhipati
eventTypes	ancient-deva-collective	1	Sadhyas
eventTypes	tantric-Śākta worship	1	Vajreshwari (Vajreśvarī)
eventTypes	vajra-deity	1	Vajreshwari (Vajreśvarī)
eventTypes	tiger-deity worship	1	Waghoba
eventTypes	rural protection	1	Waghoba
eventTypes	idol-fall (biblical narrative)	1	Dagon
eventTypes	child-sacrifice cult (contested)	1	Moloch
eventTypes	cursing	1	Horon
eventTypes	healing-by-incantation	1	Horon
eventTypes	demonic ambush	1	Šulak
eventTypes	cultural founding	1	Apkallu
eventTypes	the-unknowable-transcendent-Godhead	1	The Monad
eventTypes	the-source-of-the-Pleroma	1	The Monad
eventTypes	the-forty-eight-vows-of-Dharmakara	1	Amitabha
eventTypes	the-establishment-of-the-Pure-Land	1	Amitabha
eventTypes	salvation-by-the-calling-of-the-name	1	Amitabha
eventTypes	the-Anatolian-moon-god	1	Men
eventTypes	governance-of-the-months	1	Men
eventTypes	healing-and-tomb-protection	1	Men
eventTypes	cosmic principle of mortality	1	Mrtyu
eventTypes	teacher of liberation	1	Mrtyu
eventTypes	Persephone-interpretatio	1	Proserpina
eventTypes	Sicilian-abduction	1	Proserpina
eventTypes	seasonal-cycle	1	Proserpina
eventTypes	Hestia-interpretatio	1	Vesta
eventTypes	Vestal-Virgin-institution	1	Vesta
eventTypes	eternal-flame-maintenance	1	Vesta
eventTypes	death by wasting	1	Narcissus
eventTypes	rejection	1	Narcissus
eventTypes	cosmic-beginnings-presidency	1	Janus
eventTypes	threshold-presidency	1	Janus
eventTypes	war-and-peace-gate-keeping	1	Janus
eventTypes	flood-decreeing	1	Enlil
eventTypes	scribal patronage	1	Nabu
eventTypes	heir to Marduk	1	Nabu
eventTypes	queenly consortship	1	Sarpanitu
eventTypes	mother of Nabu	1	Sarpanitu
eventTypes	descent to the eastern garden	1	Gilgamesh
eventTypes	failed immortality-quest	1	Gilgamesh
eventTypes	oath-enforcement	1	Gula
eventTypes	demonic attack	1	Lamashtu
eventTypes	apotropaic counter-demonic action	1	Pazuzu
eventTypes	rejected bride	1	Pidray
eventTypes	primordial monster	1	Lotan
eventTypes	feast	1	Yarikh
eventTypes	national-warrior patronage	1	Chemosh
eventTypes	battle-sanction	1	Chemosh
eventTypes	self-castration	1	Eshmun
eventTypes	colonial patronage	1	Melqart
eventTypes	sending of the Son	1	God-the-Father
eventTypes	outpouring of the Spirit	1	God-the-Father
eventTypes	final consummation	1	God-the-Father
eventTypes	rejected divine offer	1	Aqhat
eventTypes	death by divine vengeance	1	Aqhat
eventTypes	avenging quest	1	Pughat
eventTypes	disguise	1	Pughat
eventTypes	approach-and-kill (incomplete in extant text)	1	Pughat
eventTypes	oracle-consultation (2 Kings)	1	Beelzebub
eventTypes	controversy (NT)	1	Beelzebub
eventTypes	binding by Solomon	1	Beelzebub
eventTypes	refusal of obeisance	1	Iblis
eventTypes	expulsion	1	Iblis
eventTypes	request of respite	1	Iblis
eventTypes	temptation of humanity	1	Iblis
eventTypes	final disavowal	1	Iblis
eventTypes	breaking-free	1	Fenrir
eventTypes	devouring of Odin	1	Fenrir
eventTypes	being slain by Vídar	1	Fenrir
eventTypes	primordial creation	1	Behemoth
eventTypes	divine display	1	Behemoth
eventTypes	eschatological feast	1	Behemoth
eventTypes	prayer-weaving	1	Sandalphon
eventTypes	heavenly intercession	1	Sandalphon
eventTypes	identification with Elijah (in some traditions)	1	Sandalphon
eventTypes	god-youth-restoration	1	Idun
eventTypes	wifely service	1	Sigyn
eventTypes	suffering	1	Sigyn
eventTypes	cosmic-cause (earthquakes)	1	Sigyn
eventTypes	mismatched marriage	1	Skadi
eventTypes	binding-of-Loki	1	Skadi
eventTypes	grief-death	1	Nanna (Norse)
eventTypes	underworld-message	1	Nanna (Norse)
eventTypes	founding ancestor	1	Búri
eventTypes	pursuit	1	Sól
eventTypes	death at Ragnarök	1	Sól
eventTypes	daughter-as-successor	1	Sól
eventTypes	emergence from cosmic ocean	1	Lakshmi
eventTypes	choosing-of-husband	1	Lakshmi
eventTypes	consort-avataric descent	1	Lakshmi
eventTypes	cosmic preservation	1	Vishnu
eventTypes	avatar-descent	1	Vishnu
eventTypes	three-strides	1	Vishnu
eventTypes	dharma-restoration	1	Vishnu
eventTypes	treasure-loss	1	Andvari
eventTypes	cursing of gold	1	Andvari
eventTypes	origin of Volsung-Nibelung tragedy	1	Andvari
eventTypes	land-plowing	1	Gefjun
eventTypes	cosmic-shaping	1	Gefjun
eventTypes	virgin-patronage	1	Gefjun
eventTypes	divine generalship	1	Kartikeya
eventTypes	Tamil bridal narratives	1	Kartikeya
eventTypes	birth as mountain-king's daughter	1	Parvati
eventTypes	tapas-to-win-Śiva	1	Parvati
eventTypes	fierce manifestations	1	Parvati
eventTypes	river-goddess-to-wisdom-goddess transition	1	Saraswati
eventTypes	consort-status	1	Saraswati
eventTypes	student-blessing	1	Saraswati
eventTypes	devoted brotherhood	1	Lakshmana
eventTypes	Indrajit-slaying	1	Lakshmana
eventTypes	self-banishment	1	Lakshmana
eventTypes	avatar-incarnation	1	Rama
eventTypes	bow-stringing	1	Rama
eventTypes	Laṅkā-bridge	1	Rama
eventTypes	Rāvaṇa-slaying	1	Rama
eventTypes	Rāma-rājya	1	Rama
eventTypes	Sītā-banishment	1	Rama
eventTypes	dragon-slaying	1	Indra
eventTypes	soma-drinking	1	Indra
eventTypes	king-of-gods	1	Indra
eventTypes	periodic-disgrace-and-restoration	1	Indra
eventTypes	daily transit	1	Surya
eventTypes	radiance-grinding	1	Surya
eventTypes	father of Yama and Yamunā	1	Surya
eventTypes	father of Karṇa	1	Surya
eventTypes	akṣaya-pātra-gift	1	Surya
eventTypes	demotion-to-water-deity	1	Varuna
eventTypes	ocean-yielding	1	Varuna
eventTypes	wind-cosmic-presence	1	Vayu
eventTypes	prāṇa-essence	1	Vayu
eventTypes	flood-rescue	1	Matsya
eventTypes	Veda-preservation	1	Matsya
eventTypes	exponential-growth	1	Matsya
eventTypes	boon-circumvention	1	Narasimha
eventTypes	manifestation-from-pillar	1	Narasimha
eventTypes	wrath-pacification	1	Narasimha
eventTypes	ritual-offering	1	Soma
eventTypes	cosmic-luminary-transit	1	Soma
eventTypes	wasting-curse-and-recovery	1	Soma
eventTypes	Lunar-dynasty-founding	1	Soma
eventTypes	earth-rescue	1	Varaha
eventTypes	cosmic-restoration	1	Varaha
eventTypes	son-persecution	1	Hiranyakashipu
eventTypes	being slain by Narasiṃha	1	Hiranyakashipu
eventTypes	defeat of male gods	1	Mahishasura
eventTypes	shapeshifting-battle	1	Mahishasura
eventTypes	being slain by Durgā	1	Mahishasura
eventTypes	sister-abduction	1	Ravana
eventTypes	Puṣpaka-theft	1	Ravana
eventTypes	Śiva-devotion	1	Ravana
eventTypes	Mount-Kailāśa-pinning	1	Ravana
eventTypes	being slain by Rāma	1	Ravana
eventTypes	first-to-die	1	Yama (Hindu)
eventTypes	path-finding	1	Yama (Hindu)
eventTypes	death-teaching	1	Yama (Hindu)
eventTypes	Yakṣa-praśna	1	Yama (Hindu)
eventTypes	judgment-of-souls	1	Yama (Hindu)
eventTypes	nightly-attack-on-the-sun	1	Apep
eventTypes	eternal-defeat-and-reformation	1	Apep
eventTypes	embodiment-of-chaos	1	Apep
eventTypes	kuni-yuzuri-agreement	1	Kotoshironushi
eventTypes	self-concealment	1	Kotoshironushi
eventTypes	oracular kami	1	Kotoshironushi
eventTypes	longevity-patronage	1	Jurojin
eventTypes	Mahākāla-Daikoku-Ōkuninushi syncretism	1	Daikokuten
eventTypes	historical-monk-deification	1	Hotei
eventTypes	Maitreya-incarnation tradition	1	Hotei
eventTypes	Persephone-abduction	1	Hades
eventTypes	hosting of visiting heroes	1	Hades
eventTypes	first-swallowed-by-Cronus	1	Hestia
eventTypes	virginity-vow	1	Hestia
eventTypes	central-hearth-presidency	1	Hestia
eventTypes	contests-for-cities	1	Poseidon
eventTypes	persecution-of-Odysseus	1	Poseidon
eventTypes	monster-fathering	1	Poseidon
eventTypes	triple-fortune-patronage	1	Fukurokuju
eventTypes	generation-of-the-old-sea-gods	1	Pontus
eventTypes	Titanic-firstborn	1	Oceanus
eventTypes	massive-progeny-generation	1	Oceanus
eventTypes	aloof-from-Titanomachy	1	Oceanus
eventTypes	binding-by-Sisyphus	1	Thanatos
eventTypes	wrestled-by-Heracles	1	Thanatos
eventTypes	psychopomp-of-Sarpedon	1	Thanatos
eventTypes	primordial-cosmic-principle (in Hesiod)	1	Eros
eventTypes	love-arrow-archery	1	Eros
eventTypes	Titanic-generation	1	Tethys
eventTypes	massive-progeny	1	Tethys
eventTypes	foster-mother-of-Hera	1	Tethys
eventTypes	sea-herald	1	Triton
eventTypes	Argonauts-rescue	1	Triton
eventTypes	monster-mothering	1	Echidna
eventTypes	cave-dwelling-immortality	1	Echidna
eventTypes	head-regeneration	1	Hydra
eventTypes	being-slain-by-Heracles	1	Hydra
eventTypes	venomous-blood-supplying	1	Hydra
eventTypes	life-thread-spinning	1	Moirai
eventTypes	life-measuring	1	Moirai
eventTypes	life-cutting	1	Moirai
eventTypes	gods-bound-by-Moira	1	Moirai
eventTypes	cosmic-serpent-battle	1	Typhon
eventTypes	sinew-theft	1	Typhon
eventTypes	Zeus-near-defeat	1	Typhon
eventTypes	imprisonment-beneath-Etna	1	Typhon
eventTypes	Zeus-interpretatio	1	Jupiter
eventTypes	Capitoline-Triad-headship	1	Jupiter
eventTypes	spolia-opima-recipient	1	Jupiter
eventTypes	state-cult-presidency	1	Jupiter
eventTypes	Ares-interpretatio	1	Mars
eventTypes	indigenous-agricultural-origin	1	Mars
eventTypes	father-of-Romulus-and-Remus	1	Mars
eventTypes	Augustan-Mars-Ultor-cult	1	Mars
eventTypes	Hermes-interpretatio	1	Mercury
eventTypes	merchant-cult-foundation	1	Mercury
eventTypes	German-interpretatio-Romana	1	Mercury
eventTypes	Aventine-Triad-membership	1	Liber
eventTypes	Liberalia-festival	1	Liber
eventTypes	toga-virilis-assumption-day	1	Liber
eventTypes	Hades-interpretatio	1	Pluto
eventTypes	Plouton-aspect-emphasis	1	Pluto
eventTypes	Dis-Pater-syncretism	1	Pluto
eventTypes	Helios-interpretatio	1	Sol
eventTypes	Sol-Invictus-cult-establishment	1	Sol
eventTypes	imperial-solar-theology	1	Sol
eventTypes	Sabine-origin	1	Quirinus
eventTypes	Romulus-deification	1	Quirinus
eventTypes	Archaic-Triad-membership	1	Quirinus
eventTypes	Etruscan-Voltumna-importation	1	Vertumnus
eventTypes	Pomona-courtship	1	Vertumnus
eventTypes	Heracles-interpretatio	1	Hercules
eventTypes	Hercules-and-Cacus-on-Aventine	1	Hercules
eventTypes	Ara-Maxima-cult-foundation	1	Hercules
eventTypes	victory-tithe-recipient	1	Hercules
eventTypes	household-protection	1	Lares
eventTypes	crossroads-worship	1	Lares
eventTypes	Augustan-cult-integration	1	Lares
eventTypes	auspice-contest	1	Remus
eventTypes	wall-leaping	1	Remus
eventTypes	fratricide-victim	1	Remus
eventTypes	feminine-creator-aspect	1	Omecihuatl
eventTypes	masculine-creator-aspect	1	Ometecuhtli
eventTypes	abstract-cosmic-principle (in Nezahualcoyotl)	1	Ometeotl
eventTypes	Templo-Mayor-co-equality	1	Tlaloc
eventTypes	Tlalocan-paradise-rule	1	Tlaloc
eventTypes	third-sun-fire-rain	1	Tlaloc
eventTypes	child-sacrifice-recipient	1	Tlaloc
eventTypes	moon-creation-at-Teotihuacan	1	Metztli
eventTypes	rabbit-thrown-to-dim-him	1	Metztli
eventTypes	soul-annihilation	1	Mictlantecuhtli
eventTypes	Quetzalcoatl-bone-recovery-host	1	Mictlantecuhtli
eventTypes	fifth-sun-emergence-at-Teotihuacan	1	Tonatiuh
eventTypes	Nanahuatzin-transformation	1	Tonatiuh
eventTypes	warrior-paradise-presidency	1	Tonatiuh
eventTypes	daily-blood-demand	1	Tonatiuh
eventTypes	Quetzalcoatl-rescue-from-heaven	1	Mayahuel
eventTypes	dismemberment-by-Tzitzimitl	1	Mayahuel
eventTypes	transformation-into-maguey	1	Mayahuel
eventTypes	mother-goddess-complex-aspect	1	Tonantzin
eventTypes	Tepeyac-shrine-presidency	1	Tonantzin
eventTypes	Guadalupe-syncretic-continuity	1	Tonantzin
eventTypes	merger-with-the-Yellow-Emperor's-people	1	Yandi
eventTypes	identification-with-Shennong	1	Yandi
eventTypes	authorship-of-the-Daodejing	1	Laozi
eventTypes	departure-west-on-the-ox	1	Laozi
eventTypes	progressive-deification	1	Laozi
eventTypes	creation-of-humanity-from-clay	1	Nuwa
eventTypes	repair-of-the-broken-sky	1	Nuwa
eventTypes	sibling-flood-survival	1	Nuwa
eventTypes	cosmos-restoration	1	Nuwa
eventTypes	deification-of-Lin-Moniang	1	Mazu
eventTypes	trance-rescue-of-her-family	1	Mazu
eventTypes	post-mortem-ship-rescues	1	Mazu
eventTypes	imperial-canonization-to-Tianhou	1	Mazu
eventTypes	supreme-filial-piety-despite-abuse	1	Shun
eventTypes	elevation-from-commoner-to-emperor	1	Shun
eventTypes	abdication-to-Yu	1	Shun
eventTypes	control-of-the-Great-Flood	1	Yu the Great
eventTypes	dredging-rather-than-damming	1	Yu the Great
eventTypes	division-of-the-Nine-Provinces	1	Yu the Great
eventTypes	founding-of-the-Xia-dynasty	1	Yu the Great
eventTypes	dietary-cultivation-immortality	1	He Xiangu
eventTypes	vow-of-celibacy	1	He Xiangu
eventTypes	daylight-ascension	1	He Xiangu
eventTypes	household-conduct-observation	1	Zao Jun
eventTypes	annual-report-to-the-Jade-Emperor	1	Zao Jun
eventTypes	the-sweetening-of-his-lips	1	Zao Jun
eventTypes	military-defeat-and-mountain-withdrawal	1	Zhongli Quan
eventTypes	attainment-of-alchemical-immortality	1	Zhongli Quan
eventTypes	initiation-of-Lu-Dongbin	1	Zhongli Quan
eventTypes	the-great-vow-to-empty-the-hells	1	Dizang
eventTypes	harrowing-of-the-underworld	1	Dizang
eventTypes	funerary-salvation	1	Dizang
eventTypes	rejection-of-the-Confucian-career	1	Han Xiangzi
eventTypes	fall-from-the-peach-tree-into-immortality	1	Han Xiangzi
eventTypes	the-instant-flowers-prophecy	1	Han Xiangzi
eventTypes	administering-the-broth-of-oblivion	1	Meng Po
eventTypes	presiding-at-the-threshold-of-reincarnation	1	Meng Po
eventTypes	mothering-the-Dipper-star-gods	1	Doumu
eventTypes	cosmic-fate-regulation	1	Doumu
eventTypes	Marici-syncretic-development	1	Doumu
