id	name	field	before	after
7466	Ometecuhtli	eventTypes	["masculine-creator-aspect","engendering-the-four-Tezcatlipocas"]	["masculine-creator-aspect","world creation"]
7465	Ometeotl	birthTypes	["uncreated-primordial-self-engendered"]	["primordial"]
7465	Ometeotl	eventTypes	["supreme-creator-duality","engendering-the-four-Tezcatlipocas","abstract-cosmic-principle (in Nezahualcoyotl)"]	["supreme-creator-duality","world creation","abstract-cosmic-principle (in Nezahualcoyotl)"]
7469	Tlaloc	birthTypes	["ancient Mesoamerican deity-complex (back to Teotihuacan)"]	["divine parentage"]
7468	Tonacacihuatl	birthTypes	["uncreated-primordial"]	["primordial"]
7475	Metztli	birthTypes	["Tecuciztecatl's self-immolation at Teotihuacan"]	["apotheosis"]
7472	Mictlantecuhtli	birthTypes	["primordial underworld-deity"]	["primordial"]
7474	Tonatiuh	birthTypes	["Nanahuatzin's self-immolation in cosmic fire"]	["apotheosis"]
7478	Mayahuel	birthTypes	["heavenly maiden"]	["divine parentage"]
7481	Tonantzin	birthTypes	["mother-goddess complex"]	["divine parentage"]
7486	Yandi	birthTypes	["early sage-ruler; in some accounts son of a princess and a divine dragon"]	["mortal-elevated to divine"]
7483	Laozi	birthTypes	["semi-legendary; in hagiography, born already old after a long gestation, or born from his mother's side"]	["miraculous birth"]
7482	Nuwa	birthTypes	["primordial creator-goddess"]	["primordial"]
7491	Mazu	birthTypes	["deified mortal (the girl Lin Moniang)"]	["mortal-elevated to divine"]
7491	Mazu	deathTypes	["died young and ascended to heaven; deified"]	["apotheosis"]
7490	Shun	birthTypes	["commoner raised to the throne by virtue"]	["mortal-elevated to divine"]
7488	Yu the Great	birthTypes	["in some accounts, born from the body of his father Gun after Gun's execution"]	["born from body"]
7496	He Xiangu	birthTypes	["deified mortal (a Tang-dynasty woman who attained immortality)"]	["mortal-elevated to divine"]
7492	Zao Jun	birthTypes	["various origin-legends; usually a deified or transformed mortal man"]	["mortal-elevated to divine"]
7495	Zhongli Quan	birthTypes	["deified mortal (a Han-dynasty general who attained immortality)"]	["mortal-elevated to divine"]
7497	Han Xiangzi	birthTypes	["deified mortal (attained immortality after falling from a magical peach tree)"]	["mortal-elevated to divine"]
7501	Meng Po	birthTypes	["underworld deity"]	["divine parentage"]
7502	Doumu	birthTypes	["high astral deity"]	["divine parentage"]
