id	name	field	before	after
7432	Amphitrite	domain	the sea; queen of the sea as Poseidon's wife; one of the fifty Nereids	sea; queen of the sea as Poseidon's wife; one of the fifty Nereids
7432	Amphitrite	object	trident; the chariot of hippocamps; the crab-claw crown in some depictions	trident; chariot of hippocamps; crab-claw crown in some depictions
7228	Norea	domain	in the Sethian Gnostic texts, the daughter of Adam and Eve; a redeemed and redeeming figure who resists the archons and is delivered from them; a bearer of the Gnostic revelation	in the Sethian Gnostic texts, daughter of Adam and Eve; a redeemed and redeeming figure who resists the archons and is delivered from them; a bearer of the Gnostic revelation
7484	Xiwangmu	object	the peaches of immortality; the elixir of immortality; the sheng headdress	peaches of immortality; elixir of immortality; sheng headdress
6110	Eurynome	domain	universal rule, ocean, the primeval queen, joy, meadows	universal rule, ocean, primeval queen, joy, meadows
7426	Ouranos	domain	the primordial sky, the starry heaven; first cosmic ruler before being castrated by Cronus; mate of Gaia and father of Titans, Cyclopes, Hekatonkheires	primordial sky, starry heaven; first cosmic ruler before being castrated by Cronus; mate of Gaia and father of Titans, Cyclopes, Hekatonkheires
7480	Centeotl	object	maize-ears; the dried-maize-cob	maize-ears; dried-maize-cob
6885	Sarpedon I	domain	war, honor, Lycia, divine lineage, the afterlife	war, honor, Lycia, divine lineage, afterlife
7436	Tyche	domain	fortune, luck, chance - both good and bad; the personification of how things 'fall out'; daughter of Oceanus	fortune, luck, chance - both good and bad; personification of how things 'fall out'; daughter of Oceanus
7479	Itzpapalotl	object	obsidian-tipped wings; obsidian-claws; the great obsidian sacrificial knife	obsidian-tipped wings; obsidian-claws; great obsidian sacrificial knife
6732	Providentia	domain	foresight, planning, divine providence, the states future	foresight, planning, divine providence, states future
7159	Adityas	object	the solar disc in various aspects	solar disc in various aspects
6689	Cybele	domain	the Phrygian Great Mother; goddess of the mountains, of wild nature and its animals, of fortresses and of the fertility of the earth; the 'Mother of the Gods'	the Phrygian Great Mother; goddess of the mountains, of wild nature and its animals, of fortresses and of the fertility of the earth; 'Mother of the Gods'
6689	Cybele	object	the tympanum of her ecstatic rites; the mural crown; the chariot drawn by lions	tympanum of her ecstatic rites; mural crown; chariot drawn by lions
7514	Q'uq'umatz	object	the feathered-serpent form; the primordial sea over which the creators brood	feathered-serpent form; primordial sea over which the creators brood
6679	Goumang	domain	spring, wood, the east, agriculture, growth	spring, wood, east, agriculture, growth
6740	Tara	domain	the bodhisattva-goddess of compassion and swift help; 'the Saviouress'; especially central in Vajrayana/Tibetan Buddhism	bodhisattva-goddess of compassion and swift help; 'the Saviouress'; especially central in Vajrayana/Tibetan Buddhism
6740	Tara	object	the lotus; the gesture of giving and of refuge	lotus; gesture of giving and of refuge
7222	Vajrapani	domain	the bodhisattva of the Buddha's power and protective energy; the wielder of the vajra; one of the earliest and most important protective bodhisattvas	bodhisattva of the Buddha's power and protective energy; wielder of the vajra; one of the earliest and most important protective bodhisattvas
7222	Vajrapani	object	the vajra	vajra
6681	Set	domain	chaos, storms, the desert, foreigners, violence, disorder, strength	chaos, storms, desert, foreigners, violence, disorder, strength
6430	Li Tieguai	domain	medicine, healing, iron crutch, immortality, the poor	medicine, healing, iron crutch, immortality, poor
6435	Libertas	domain	freedom, liberty, the republic, the rights of citizens	freedom, liberty, republic, rights of citizens
6436	Hebe	domain	youth, rejuvenation, the prime of life, divine service	youth, rejuvenation, prime of life, divine service
6433	Gengen-Wer	domain	creation, the primordial goose, the cosmic egg, sound	creation, primordial goose, cosmic egg, sound
6694	Musica	domain	music, song, the musical arts	music, song, musical arts
7396	Ravana	object	his ten heads; the bow he tried to lift but could not; the Pushpaka vimana	his ten heads; bow he tried to lift but could not; the Pushpaka vimana
6438	Azure Dragon	domain	spring, the east, wood, benevolence, rain	spring, east, wood, benevolence, rain
6541	Daode Tianzun	domain	creation, the Dao, ethics, origin, the primordial	creation, the Dao, ethics, origin, primordial
7166	Ishtadevata	domain	personal deity, chosen form of god, individual worship, the beloved divine	personal deity, chosen form of god, individual worship, beloved divine
7395	Kurma	object	Mount Mandara; the cosmic ocean's churning-vessel	Mount Mandara; cosmic ocean's churning-vessel
7173	Rivers in Hinduism	domain	sacred rivers, purification, pilgrimage, the river goddesses	sacred rivers, purification, pilgrimage, river goddesses
7173	Rivers in Hinduism	object	the rivers themselves	rivers themselves
7380	Sita	object	lotus; fire; the plough-furrow; jewels she dropped from the air as Ravana carried her	lotus; fire; plough-furrow; jewels she dropped from the air as Ravana carried her
6440	Tian	object	the sky itself	sky itself
6442	Eye of Ra	domain	the sun, destruction, protection, cosmic wrath, divine agency	sun, destruction, protection, cosmic wrath, divine agency
7170	Surya Majapahit	domain	the sun, Majapahit empire, Javanese Hinduism, solar royalty, Southeast Asian Hindu art	sun, Majapahit empire, Javanese Hinduism, solar royalty, Southeast Asian Hindu art
7485	Huangdi	domain	the Yellow Emperor; the central culture-hero of Chinese civilization; first of the Five Emperors; legendary ancestor of the Han Chinese; patron of the Huang-Lao Daoist tradition	the Yellow Emperor; central culture-hero of Chinese civilization; first of the Five Emperors; legendary ancestor of the Han Chinese; patron of the Huang-Lao Daoist tradition
7485	Huangdi	object	the south-pointing chariot; the cauldrons he cast; the Xuanyuan sword	south-pointing chariot; cauldrons he cast; the Xuanyuan sword
6398	Perit	domain	seeds, germination, agriculture, the afterlife, vegetation	seeds, germination, agriculture, afterlife, vegetation
7307	Ninurta	domain	warrior god, agriculture, the plough, mountain-peaks, the storm-bird Anzu pursuit, royal warriorship	warrior god, agriculture, plough, mountain-peaks, storm-bird Anzu pursuit, royal warriorship
7139	Tlāhuizcalpantēcuhtli	domain	Venus as morning star, dawn, warfare, sacrifice, the east	Venus as morning star, dawn, warfare, sacrifice, east
7521	Hun Hunahpu	object	the ball-game gear; the calabash tree in which his severed head is hung	ball-game gear; calabash tree in which his severed head is hung
6447	Bi Gan	domain	loyalty, sacrifice, the heart, righteous governance	loyalty, sacrifice, heart, righteous governance
7135	Tōnatiuh	domain	the sun, the fifth sun, the current world age, movement, sacrifice	sun, fifth sun, current world age, movement, sacrifice
7135	Tōnatiuh	object	the solar disk, eagle headdress, sacrificial knife	solar disk, eagle headdress, sacrificial knife
7513	Kukulkan	object	the feathered-serpent form itself; the serpent-balustrades of the great pyramid at Chichen Itza, down which a serpent of light descends at the equinoxes	feathered-serpent form itself; serpent-balustrades of the great pyramid at Chichen Itza, down which a serpent of light descends at the equinoxes
6882	Erikepaios	domain	Orphic cosmogony, the firstborn, creation	Orphic cosmogony, firstborn, creation
7296	Anu	domain	sky, kingship of heaven, the supreme high god of the An-Anum lists, fate-determining authority, the constellations	sky, kingship of heaven, supreme high god of the An-Anum lists, fate-determining authority, constellations
7311	Asalluhi	object	incantation-formulae; the magical pure-water and tamarisk used in exorcism rites	incantation-formulae; magical pure-water and tamarisk used in exorcism rites
7299	Enki	domain	freshwater, wisdom, magic and incantation, craft, cunning, intercession for humanity, the seven me	freshwater, wisdom, magic and incantation, craft, cunning, intercession for humanity, seven me
7299	Enki	object	the seven me; the gushing waters; the boat of magur; standard freshwater-stream iconography from his shoulders	seven me; gushing waters; boat of magur; standard freshwater-stream iconography from his shoulders
6136	Inanna	domain	war, love, fertility, sky/heaven, kingship, divine sovereignty, the storehouse, transformation, the Venus star, the underworld passage	war, love, fertility, sky/heaven, kingship, divine sovereignty, storehouse, transformation, the Venus star, underworld passage
6136	Inanna	object	seven me, the shugurra-crown, lapis-lazuli necklace, the pala-garment, mascara, breastplate	seven me, shugurra-crown, lapis-lazuli necklace, pala-garment, mascara, breastplate
7322	Shahar	domain	dawn, the morning twilight - paired twin with Shalim	dawn, morning twilight - paired twin with Shalim
7383	Garuda	object	the amrta-pot; his mother's bondage-debt	amrta-pot; his mother's bondage-debt
6137	Aruru	domain	creation of humanity, motherhood, midwifery, the womb, kingship-conferring	creation of humanity, motherhood, midwifery, womb, kingship-conferring
6134	Marduk	domain	kingship of the gods, Babylon, justice, magic and incantation, the planet Jupiter, agriculture, creation and cosmogony	kingship of the gods, Babylon, justice, magic and incantation, planet Jupiter, agriculture, creation and cosmogony
6134	Marduk	object	bow and quiver, Tablets of Destiny, four winds, thunderbolt and lightning, the great net, the mushkhushshu-dragon as mount-companion	bow and quiver, Tablets of Destiny, four winds, thunderbolt and lightning, great net, mushkhushshu-dragon as mount-companion
7318	Enkidu	object	the bow he forges with Gilgamesh; the cedar-axe of the Cedar Forest expedition; the door of Humbaba's lair	bow he forges with Gilgamesh; cedar-axe of the Cedar Forest expedition; door of Humbaba's lair
6138	Wudao Jiangjun	domain	the underworld, road spirits, guidance of the dead	underworld, road spirits, guidance of the dead
6312	Sirius	domain	the dog star, drought, fever, summer heat	dog star, drought, fever, summer heat
7323	Shalim	domain	dusk, the evening twilight - paired twin with Shahar; the toponymic root of Jerusalem and a divine name in early Canaanite-Hebrew religion	dusk, evening twilight - paired twin with Shahar; toponymic root of Jerusalem and a divine name in early Canaanite-Hebrew religion
7301	Ninhursag	domain	mountain mother goddess, midwifery, wild fauna, womb-creator, the foothills; often equated with Ki, Mami, Aruru, Belet-ili, Nintur	mountain mother goddess, midwifery, wild fauna, womb-creator, foothills; often equated with Ki, Mami, Aruru, Belet-ili, Nintur
7301	Ninhursag	object	reed-marsh setting; agricultural produce; the sacred mound	reed-marsh setting; agricultural produce; sacred mound
7108	Fáfnir	object	the cursed treasure of Andvari, the ring Andvaranaut	cursed treasure of Andvari, ring Andvaranaut
7319	Utnapishtim	domain	flood-survival, immortality granted, the far-distant land of Dilmun-equivalent, witness of the antediluvian world	flood-survival, immortality granted, far-distant land of Dilmun-equivalent, witness of the antediluvian world
7319	Utnapishtim	object	the great cube-shaped boat; pitch and bitumen for caulking; the dove, swallow, and raven released from the boat; the plant of rejuvenation given to Gilgamesh; the horns and skirts of his sacrificial offerings	great cube-shaped boat; pitch and bitumen for caulking; dove, swallow, and raven released from the boat; plant of rejuvenation given to Gilgamesh; horns and skirts of his sacrificial offerings
7186	Manannán mac Lir	domain	the sea, the otherworld, weather, mists, trade, magic, the Isle of Man	sea, otherworld, weather, mists, trade, magic, the Isle of Man
7186	Manannán mac Lir	object	the crane-skin bag, the ship that sails itself, the cloak of mists	crane-skin bag, ship that sails itself, cloak of mists
7105	Annar	domain	earth, ancestry, night, the second husband	earth, ancestry, night, second husband
6879	Duau	domain	the morning, the dawn, the underworld hours, stellar navigation	morning, dawn, underworld hours, stellar navigation
7238	Hu	domain	creative speech, authority, the divine word, command	creative speech, authority, divine word, command
7110	Borr	domain	ancestry, the divine lineage, fatherhood	ancestry, divine lineage, fatherhood
7464	Penates	domain	guardian deities of the household pantry/storeroom; the di Penates extend to the state-cult; Aeneas brought the Trojan Penates to Italy	guardian deities of the household pantry/storeroom; di Penates extend to the state-cult; Aeneas brought the Trojan Penates to Italy
7464	Penates	object	the penus of the house; small statuettes in the lararium alongside the Lares	penus of the house; small statuettes in the lararium alongside the Lares
7093	Freyja	domain	love, beauty, fertility, war, death, gold, seidr, the slain	love, beauty, fertility, war, death, gold, seidr, slain
6643	Shezmu	domain	wine, oil, perfume, execution, the underworld	wine, oil, perfume, execution, underworld
6156	Quetzalcoatl	domain	wind, rebirth, creation of humanity, civilization, priesthood, the morning star, maize, light	wind, rebirth, creation of humanity, civilization, priesthood, morning star, maize, light
7255	Batara Kala	domain	time, destruction, the underworld, darkness, the devourer, Shiva	time, destruction, underworld, darkness, devourer, Shiva
6456	Budai	domain	contentment, abundance, happiness, the future Buddha	contentment, abundance, happiness, future Buddha
6317	Wadj-wer	domain	the sea, the ocean, greatness, the Mediterranean	sea, ocean, greatness, the Mediterranean
6778	Groa	object	her chants/galdrar; the whetstone-shard in Thor's head	her chants/galdrar; whetstone-shard in Thor's head
6745	Osiris	object	crook and flail; the Atef-crown; ankh; was-scepter; the djed-pillar	crook and flail; the Atef-crown; ankh; was-scepter; djed-pillar
7236	Jörmungandr	domain	the world ocean, cosmic boundaries, Ragnarok, poison, serpents	world ocean, cosmic boundaries, Ragnarok, poison, serpents
6324	Wufang Guidi	domain	the underworld, the five directions, judgment of the dead	underworld, five directions, judgment of the dead
6323	Shennong	domain	agriculture, medicine, herbal knowledge, the market, civilization	agriculture, medicine, herbal knowledge, market, civilization
7231	Men	object	the crescent moon, worn behind his shoulders like a pair of horns; the pine-cone; the rooster	crescent moon, worn behind his shoulders like a pair of horns; pine-cone; rooster
7101	Mímir	domain	wisdom, knowledge, memory, counsel, the severed head, wells	wisdom, knowledge, memory, counsel, severed head, wells
7394	Matsya	object	the Vedas; his fishing-horn; the boat	the Vedas; his fishing-horn; boat
6749	Norns	object	the well of Urdr; the threads of fate; the runes; clay/water with which they tend Yggdrasil	well of Urdr; threads of fate; runes; clay/water with which they tend Yggdrasil
7366	Ran	domain	the sea, the great net with which she catches the drowned, wife of Aegir, mother of the nine wave-maidens	sea, great net with which she catches the drowned, wife of Aegir, mother of the nine wave-maidens
7366	Ran	object	the great net; the gold she keeps at the sea-bottom	great net; gold she keeps at the sea-bottom
7363	Surt	object	the flaming sword; the fires of Muspelheim	flaming sword; fires of Muspelheim
7120	Troll	domain	the wilderness, mountains, darkness, stone, supernatural threats, chaos	wilderness, mountains, darkness, stone, supernatural threats, chaos
7360	Ymir	domain	primordial giant, the first being from the chaos-gap, the cosmos-body - from whose dismembered form the world is made	primordial giant, first being from the chaos-gap, cosmos-body - from whose dismembered form the world is made
6469	Nymphe	domain	bridal beauty, nuptials, the wedding	bridal beauty, nuptials, wedding
6326	Yam	domain	the sea, chaos, storms, the Near East, primordial waters	sea, chaos, storms, the Near East, primordial waters
7397	Hiranyakashipu	object	his mace; the throne he usurped	his mace; throne he usurped
7483	Laozi	domain	the semi-legendary founder of philosophical Daoism; reputed author of the Daodejing; deified as Taishang Laojun and as the Three-Pure-Ones figure Daode Tianzun	semi-legendary founder of philosophical Daoism; reputed author of the Daodejing; deified as Taishang Laojun and as the Three-Pure-Ones figure Daode Tianzun
7483	Laozi	object	the Daodejing; the green ox/water-buffalo on which he departed China	the Daodejing; green ox/water-buffalo on which he departed China
7491	Mazu	object	the red lantern; the prayer-tablet; the seafaring-charts; her temple-image carried in procession	red lantern; prayer-tablet; seafaring-charts; her temple-image carried in procession
6241	Khonsu	domain	the moon, time, healing, travel, youth	moon, time, healing, travel, youth
6241	Khonsu	object	moon-disk and crescent on his head; the crook and flail; sidelock of youth; sometimes the falcon-headed depiction	moon-disk and crescent on his head; crook and flail; sidelock of youth; sometimes the falcon-headed depiction
6547	Acca Larentia	domain	motherhood, foster care, wolves, the founding of Rome, the Lares	motherhood, foster care, wolves, founding of Rome, the Lares
6243	Hoori	domain	hunting, the sea palace, the tide jewels, the younger brother, the Hyuga cycle	hunting, sea palace, tide jewels, younger brother, the Hyuga cycle
6327	Meret	domain	music, singing, rejoicing, the harvest, festivals	music, singing, rejoicing, harvest, festivals
6961	Caca	domain	fire, the hearth, female virtue, Hercules, the Aventine	fire, hearth, female virtue, Hercules, the Aventine
6598	Angerona	domain	secrecy, silence, winter solstice, the relief of anxiety	secrecy, silence, winter solstice, relief of anxiety
7451	Bacchus	object	thyrsus; wine-cup; ivy and grape-vine wreath; the panther-pelt	thyrsus; wine-cup; ivy and grape-vine wreath; panther-pelt
6984	Decima	domain	fate, measurement, the middle portion, the lifespan, destiny	fate, measurement, middle portion, lifespan, destiny
6951	Di Penates	domain	the household, the pantry, family protection, the hearth, ancestors	household, pantry, family protection, hearth, ancestors
6116	Tubo	domain	earth, soil, mountains, the underworld, Tibetan Buddhism	earth, soil, mountains, underworld, Tibetan Buddhism
6752	Tuisto	domain	the earth-born primordial god of the continental Germanic peoples, named by Tacitus as the origin of the Germanic nation	earth-born primordial god of the continental Germanic peoples, named by Tacitus as the origin of the Germanic nation
7455	Faunus	object	shepherd's crook; the Lupercal cave; the wool-strips used in the Lupercalia	shepherd's crook; the Lupercal cave; wool-strips used in the Lupercalia
6856	Phra Kalachai Si	domain	Southeast Asian Hinduism, the deity of time, Kala, Thai Hindu worship	Southeast Asian Hinduism, deity of time, Kala, Thai Hindu worship
7461	Romulus	object	spear; the augural lituus	spear; augural lituus
7450	Saturn	domain	agriculture, time, sowing; ruler of the Golden Age; the central god of the December Saturnalia festival	agriculture, time, sowing; ruler of the Golden Age; central god of the December Saturnalia festival
6402	Trophonius	domain	oracles, the underworld, earth mysteries, healing through incubation	oracles, underworld, earth mysteries, healing through incubation
7058	Ame-no-ohabari	domain	swords, the killing of Kagutsuchi, fire-cutting, the heavenly blade	swords, killing of Kagutsuchi, fire-cutting, heavenly blade
7058	Ame-no-ohabari	object	the blade itself	blade itself
7056	Hoderi	domain	sea, fishing, the Hyuga cycle, jealousy, the elder brother	sea, fishing, the Hyuga cycle, jealousy, elder brother
6899	Japanese wolf	domain	wolves, mountain guardianship, the wild, protection against fire and disease	wolves, mountain guardianship, wild, protection against fire and disease
7113	Máni	domain	the moon, night travel, time-keeping, the lunar cycle	moon, night travel, time-keeping, lunar cycle
7113	Máni	object	his moon-chariot; the children Bil and Hjuki whom he takes up from the well	his moon-chariot; children Bil and Hjuki whom he takes up from the well
7268	Amun	object	double-plumed crown; ankh; was-scepter; the ram-headed sphinx; the goose	double-plumed crown; ankh; was-scepter; ram-headed sphinx; goose
6247	Proioxis	domain	battle charge, the onset of battle, forward rush	battle charge, onset of battle, forward rush
6152	Raphael	object	staff; the fish - heart, liver, gall; the bonds with which he ties Asmodeus in the Egyptian wilderness	staff; fish - heart, liver, gall; bonds with which he ties Asmodeus in the Egyptian wilderness
6148	Visvedevas	domain	all the gods collectively, the universal divine group, sacrifice	all the gods collectively, universal divine group, sacrifice
6451	Banebdjedet	domain	fertility, virility, rams, Mendes, the ba-soul	fertility, virility, rams, Mendes, ba-soul
6838	Nehalennia	object	the ship's prow or steering-oar; the basket of fruit; the dog at her side	ship's prow or steering-oar; basket of fruit; dog at her side
6970	Ninigi-no-Mikoto	domain	the heavenly descent, the founding of the earthly dynasty, rice, the Three Sacred Treasures	heavenly descent, founding of the earthly dynasty, rice, the Three Sacred Treasures
6626	Pakhet	domain	hunting, the night, lioness, protection, the desert	hunting, night, lioness, protection, desert
6978	Shikome	domain	the underworld, pursuit, ugliness, the hags of death	underworld, pursuit, ugliness, hags of death
7082	Sukunabikona	domain	medicine, brewing, hot springs, insects, the small god, nation-building	medicine, brewing, hot springs, insects, small god, nation-building
7072	Ugayafukiaezu	domain	the imperial lineage, the thatched roof, Jimmu, the connection between sea and land	imperial lineage, thatched roof, Jimmu, connection between sea and land
7006	Maia	domain	growth, spring, the earth, May, motherhood, warmth	growth, spring, earth, May, motherhood, warmth
7030	Tyche of Constantinople	domain	Constantinople, fortune, the city, divine protection, the Eastern Empire	Constantinople, fortune, city, divine protection, the Eastern Empire
7034	Veritas	domain	truth, sincerity, honesty, the naked truth	truth, sincerity, honesty, naked truth
7048	Konohanasakuya-hime	object	cherry blossoms, the summit of Mount Fuji	cherry blossoms, summit of Mount Fuji
6635	Meretseger	domain	the dead, snakes, the Valley of the Kings, silence, mercy	dead, snakes, the Valley of the Kings, silence, mercy
6636	Sah	domain	the stars, Orion, the afterlife, the sky	stars, Orion, afterlife, sky
7196	Baal	domain	storms, rain, thunder, fertility, kingship, battle, the cycle of life and death, Mount Saphon	storms, rain, thunder, fertility, kingship, battle, cycle of life and death, Mount Saphon
7353	Frigg	domain	queen of the Aesir, marriage, motherhood, foreknowledge, the household, the divine matron - wife of Odin and mother of Baldr	queen of the Aesir, marriage, motherhood, foreknowledge, household, divine matron - wife of Odin and mother of Baldr
7353	Frigg	object	her hall Fensalir; her spindle/distaff; the falcon-feather cloak	her hall Fensalir; her spindle/distaff; falcon-feather cloak
6159	Maori Xingguan	domain	astronomy, the constellations, warfare	astronomy, constellations, warfare
6985	Nona	domain	fate, spinning, the beginning of life, birth, destiny	fate, spinning, beginning of life, birth, destiny
6998	Lucina	domain	childbirth, light, bringing to light, the first breath	childbirth, light, bringing to light, first breath
7144	Tlaltecuhtli	domain	the earth, the earth monster, creation, the surface of the earth, devouring	earth, earth monster, creation, surface of the earth, devouring
6417	Babi	domain	virility, aggression, the underworld, baboons	virility, aggression, underworld, baboons
7145	Xipe-Totec	domain	spring, renewal, agriculture, flayed skin, goldsmiths, the east, regeneration	spring, renewal, agriculture, flayed skin, goldsmiths, east, regeneration
6420	Ino	domain	the sea, Dionysiac cult, nursing, transformation	sea, Dionysiac cult, nursing, transformation
7249	Xolotl	domain	lightning, Venus as evening star, deformity, twins, the underworld, dogs, monsters	lightning, Venus as evening star, deformity, twins, underworld, dogs, monsters
6654	Atum	domain	creation, the setting sun, completion, self-creation, the primordial mound	creation, setting sun, completion, self-creation, primordial mound
6425	Bata	domain	agriculture, cattle herding, the bull, the afterlife, twins	agriculture, cattle herding, bull, afterlife, twins
6526	Neper	domain	grain, agriculture, the harvest, nourishment, vegetation	grain, agriculture, harvest, nourishment, vegetation
6249	Sumiyoshi sanjin	domain	the sea, seafaring, poetry, protection of sailors, Osaka	sea, seafaring, poetry, protection of sailors, Osaka
6731	Iat	domain	milk, nourishment, the afterlife, sustenance	milk, nourishment, afterlife, sustenance
7217	Naga Basuki	domain	serpents, the underworld, water, protection, the cosmic serpent	serpents, underworld, water, protection, cosmic serpent
6443	Heryshaf	domain	fertility, the sun, creation, rams, Herakleopolis	fertility, sun, creation, rams, Herakleopolis
7526	Yum Kaax	domain	the Yucatec Maya god of the wild vegetation, the forest, and especially of maize as a crop and of agriculture; the youthful Maize God	the Yucatec Maya god of the wild vegetation, forest, and especially of maize as a crop and of agriculture; youthful Maize God
7526	Yum Kaax	object	the ear of maize; the foliage of the milpa; agricultural implements	ear of maize; foliage of the milpa; agricultural implements
7308	Adad	domain	storm, thunder, rain, lightning, divination, the destructive flood	storm, thunder, rain, lightning, divination, destructive flood
7208	Igigi	domain	The younger generation of gods. In Atrahasis, the labouring gods who rebel against Enlil before humans are created to take their place. In later Akkadian usage, often the gods of heaven.	younger generation of gods. In Atrahasis, labouring gods who rebel against Enlil before humans are created to take their place. In later Akkadian usage, often the gods of heaven.
7211	Shuqamuna and Shumaliya	domain	Kassite royal cult, divine protection of kings, the bird-cult, warrior protection, the divine couple of the Kassite dynasty	Kassite royal cult, divine protection of kings, bird-cult, warrior protection, divine couple of the Kassite dynasty
7114	Dagr	domain	day, light, the morning, dawn	day, light, morning, dawn
6760	Astarte	domain	love, war, royalty, the morning and evening star, kingship-conferring, fertility - closely paralleled with Mesopotamian Ishtar and Sumerian Inanna	love, war, royalty, morning and evening star, kingship-conferring, fertility - closely paralleled with Mesopotamian Ishtar and Sumerian Inanna
6760	Astarte	object	bow and quiver; horse and chariot; the eight-pointed star	bow and quiver; horse and chariot; eight-pointed star
6449	Tianhuang Emperor	domain	primordial kingship, the earliest age, cosmic rulership	primordial kingship, earliest age, cosmic rulership
6329	Sosipolis	domain	protection of children, the city, serpent cults, Elis	protection of children, city, serpent cults, Elis
6237	Dellingr	domain	dawn, the doorway of day, the threshold of light	dawn, doorway of day, threshold of light
6237	Dellingr	object	the door of day	door of day
7200	Shapash	domain	the sun, illumination, the divine messenger between heaven and the underworld, justice - `nrt ilm shpsh` 'the luminary of the gods, Shapash'	sun, illumination, divine messenger between heaven and the underworld, justice - `nrt ilm shpsh` 'the luminary of the gods, Shapash'
7191	Balor	domain	destruction, the evil eye, the Fomorians, giants, tyranny, darkness	destruction, evil eye, the Fomorians, giants, tyranny, darkness
6730	Cian	domain	the Tuatha De Danann, fatherhood, Lugh, the quest against Balor	the Tuatha De Danann, fatherhood, Lugh, quest against Balor
7183	Nuada	domain	kingship, war, justice, sovereignty, the silver hand	kingship, war, justice, sovereignty, silver hand
7180	The Dagda	domain	fertility, abundance, knowledge, magic, the cauldron, the club, the harp, fatherhood	fertility, abundance, knowledge, magic, cauldron, club, harp, fatherhood
7180	The Dagda	object	the cauldron of plenty, the club, the harp	cauldron of plenty, club, harp
6965	Cura	domain	anxiety, worry, care, the human condition	anxiety, worry, care, human condition
6872	King Di Xin of Shang	domain	tyranny, the fall of the Shang, debauchery, the Mandate of Heaven lost	tyranny, fall of the Shang, debauchery, the Mandate of Heaven lost
6955	Mors	domain	death, mortality, the end of life, inevitability	death, mortality, end of life, inevitability
7004	Molae	domain	grinding, milling, grain processing, the millstone	grinding, milling, grain processing, millstone
7010	Di nixi	domain	childbirth, labor, kneeling, the birthing position	childbirth, labor, kneeling, birthing position
6717	Magna Dea	domain	the great goddess, fertility, earth, motherhood, universal feminine divine	great goddess, fertility, earth, motherhood, universal feminine divine
6143	Phaenon	domain	the planet Saturn, brilliance	planet Saturn, brilliance
7022	Mother of the Lares	domain	the Lares, motherhood, the household spirits, crossroads	the Lares, motherhood, household spirits, crossroads
7039	Amaterasu	domain	the sun, sovereignty, the imperial line, heaven, rice, weaving	sun, sovereignty, imperial line, heaven, rice, weaving
7052	Amatsukami	domain	the heavenly kami, the high plain of heaven, celestial order	heavenly kami, high plain of heaven, celestial order
7239	Kamimusubi	domain	creation, divine production, musubi, the primordial feminine	creation, divine production, musubi, primordial feminine
6424	Nehebkau	domain	serpents, protection, magic, the afterlife, binding	serpents, protection, magic, afterlife, binding
6919	Mountain God	domain	mountains, hunting, the wild, mountain passes, mountain danger	mountains, hunting, wild, mountain passes, mountain danger
7085	Ukemochi	domain	food, agriculture, the production of food from the body, sacrifice	food, agriculture, production of food from the body, sacrifice
6927	Zuijin	domain	shrine guardians, the gate, protection, warriors, shrine entrance	shrine guardians, gate, protection, warriors, shrine entrance
6826	Orestes	domain	matricide, justice, purification, the transition from blood vengeance to law	matricide, justice, purification, transition from blood vengeance to law
6158	Phanes	domain	creation, light, the firstborn, the Orphic cosmogony	creation, light, firstborn, the Orphic cosmogony
6691	Cadmus	domain	civilization, writing, founding of cities, the alphabet	civilization, writing, founding of cities, alphabet
7161	Damayanti	domain	love, beauty, devotion, fidelity, the ideal wife, the Nala and Damayanti story	love, beauty, devotion, fidelity, ideal wife, the Nala and Damayanti story
7158	Ardhanarishvara	domain	androgyny, the union of Shiva and Parvati, divine gender unity, cosmic balance	androgyny, union of Shiva and Parvati, divine gender unity, cosmic balance
7304	Utu	domain	the sun, justice, oath, illumination of hidden truths, the rising-up over Mount Mashu, judge of the netherworld in his nightly transit, defender of travellers	sun, justice, oath, illumination of hidden truths, rising-up over Mount Mashu, judge of the netherworld in his nightly transit, defender of travellers
6678	Carmenta	domain	prophecy, childbirth, writing, invention, the future	prophecy, childbirth, writing, invention, future
6250	Yashimajinumi	domain	the eight islands, marriage, the dwelling of the earthly kami, creation	eight islands, marriage, dwelling of the earthly kami, creation
7416	Bishamonten	domain	war, warriors, dignity, the protection of Buddhist law; one of the Seven Lucky Gods; one of the Four Heavenly Kings of Buddhism; the Japanese form of the Buddhist Vaishravana / Kubera	war, warriors, dignity, protection of Buddhist law; one of the Seven Lucky Gods; one of the Four Heavenly Kings of Buddhism; the Japanese form of the Buddhist Vaishravana / Kubera
6991	Liberty	domain	freedom, political liberty, the pileus, modern symbolism	freedom, political liberty, pileus, modern symbolism
6950	Genius	domain	personal spirit, creativity, fertility, the individual soul, guiding force	personal spirit, creativity, fertility, individual soul, guiding force
7003	Murcia	domain	sloth, laziness, the myrtle, the Aventine	sloth, laziness, myrtle, the Aventine
6843	White Tiger	domain	the west, metal, autumn, war, death	west, metal, autumn, war, death
6248	Omoikane	domain	wisdom, thought, deliberation, the counsel of the gods	wisdom, thought, deliberation, counsel of the gods
7066	Ryūjin	domain	the sea, dragons, the underwater palace, tides, weather	sea, dragons, underwater palace, tides, weather
7077	Toshigami	domain	the New Year, harvest, ancestral spirits, the turning of the year, grain spirits	the New Year, harvest, ancestral spirits, turning of the year, grain spirits
6164	Baalat Gebal	domain	the sea, love, Byblos, the Near East	sea, love, Byblos, the Near East
